trial,ARI_dagger_values,eps,min_samples
30,0.20847817098397922,0.04391918967822138,5
31,0.47992165402536896,0.025393350855954386,5
32,0.4124131168938748,0.015394657565556424,5
33,0.3953578878981354,0.03280390107178226,5
34,0.4149840175416631,0.01719624260908291,5
35,0.3590286308604723,0.02407139974306163,4
36,0.38372716035254734,0.03393901402966719,5
37,0.19223387539795256,0.010904467197460532,3
38,0.026507936507936508,0.07927904232022566,5
39,0.10837321982395343,0.05457652112573343,5
40,0.4664376872697305,0.021282621105624504,5
41,0.47156330107800676,0.02768819314481925,5
42,0.4758743152272563,0.02683686763243325,5
43,0.41918700774330725,0.016337948473028968,5
44,0.2226950101154435,0.042832542902728386,5
45,0.15397421235663897,0.02881841402868402,3
46,0.4786649672137287,0.023752836012949013,5
47,0.36888738419564926,0.02198018025258993,4
48,0.30496268609271704,0.03795169429592081,5
49,0.0834657963295734,0.0594270089639735,5
0,0.2778891964588559,0.04585551582432584,6
1,0.10921168854477509,0.05464833693184375,5
2,0.2888845111679275,0.038514167151999,5
3,0.06782907615260557,0.06716573464322553,6
4,0.12110736905965064,0.053380054986109704,5
5,0.6439971139971141,0.03752111342021995,10
6,0.03472222222222222,0.09090257093455831,6
7,0.03350793650793651,0.095598555687058,10
8,0.03035714285714285,0.08122185485152246,5
9,0.36179509379509384,0.061588627867509065,10
0,0.48033261183261183,0.043177663553353195,10
1,0.15169111444111447,0.06576469309728983,9
2,0.234006549006549,0.060178011991453624,9
3,0.3819191919191919,0.04934346785453489,9
4,0.4426576332164566,0.012248843500707022,6
5,0.3690110445110445,0.04277684109361917,7
6,0.3754747474747475,0.04965966707054536,9
7,0.10348101898101897,0.07474954062019545,9
8,0.4739949494949495,0.0380464088338743,9
9,0.4592586974429079,0.01599432370541642,6
10,0.0275,0.09896560739948748,10
11,0.5631807636807636,0.029976015215959655,10
12,0.5355197580197582,0.02871595462560636,10
13,0.5303474303474304,0.027753909278490394,8
14,0.4112035172429909,0.026430025394494506,5
15,0.5409556554556555,0.02893223571854288,10
16,0.5181291420997303,0.020967176282158335,8
17,0.5259444999445,0.03412192510943917,10
18,0.05155527805527806,0.07730432950785857,8
19,0.29549135671584653,0.010712825090578585,7
20,0.5000884115884116,0.02193312847650878,10
21,0.5542767232767233,0.030596101236979357,10
22,0.495570707070707,0.03730091207168711,10
23,0.540583583083583,0.032218376308360885,10
24,0.46705139305139304,0.019024413730405434,10
25,0.35295454545454547,0.05120260365981004,9
26,0.4366208791208791,0.042449967509284814,8
27,0.5251675546675547,0.026127815441899255,10
28,0.013571428571428573,0.09739662107796143,9
29,0.5016111111111111,0.038288655792890404,10
30,0.5403260073260073,0.03209718613987702,10
31,0.5309989454989456,0.03292062657659812,10
32,0.5107291042291042,0.023428140166119306,10
33,0.2716355866355866,0.057458745101651415,9
34,0.42250038850038846,0.016349462870777397,9
35,0.48033261183261183,0.043105993739723625,10
36,0.23301653901653904,0.06374332727752421,10
37,0.41713203463203463,0.04717485902816941,9
38,0.5367250527250528,0.030795716661551245,9
